;;;;;;;;;Tackles;Tackles;Tackles;Tackles;Tackles;Vs Dribbles;Vs Dribbles;Vs Dribbles;Vs Dribbles;Pressures;Pressures;Pressures;Pressures;Pressures;Pressures;Blocks;Blocks;Blocks;Blocks;;;;;
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Tkl;TklW;Def 3rd;Mid 3rd;Att 3rd;Tkl;Att;Tkl%;Past;Press;Succ;%;Def 3rd;Mid 3rd;Att 3rd;Blocks;Sh;ShSv;Pass;Int;Tkl+Int;Clr;Err;Matches
2461;Lino Tempelmann\Lino-Tempelmann;de GER;MF;Freiburg;de Bundesliga;20;1999;0.4;1;0;1;0;0;0;0;;0;4;0;0.0;1;2;1;1;1;0;0;0;1;0;0;Matches
2462;?ukasz Teodorczyk\Lukasz-Teodorczyk;pl POL;FW;Udinese;it Serie A;28;1991;2.5;8;5;2;4;2;2;6;33.3;4;79;18;22.8;19;28;32;1;0;0;1;0;8;2;0;Matches
2463;Hidde ter Avest\Hidde-ter-Avest;nl NED;DF;Udinese;it Serie A;22;1997;7.6;17;8;11;3;3;9;15;60.0;6;116;22;19.0;60;36;20;21;1;0;20;2;19;30;0;Matches
2464;Marc-André ter Stegen\Marc-Andre-ter-Stegen;de GER;GK;Barcelona;es La Liga;27;1992;36.0;1;0;1;0;0;1;2;50.0;1;5;2;40.0;5;0;0;0;0;0;0;0;1;3;2;Matches
2465;Simon Terodde\Simon-Terodde;de GER;FWMF;Köln;de Bundesliga;31;1988;9.0;13;5;6;6;1;7;21;33.3;14;218;54;24.8;29;112;77;14;4;0;10;4;17;14;0;Matches
2466;Pietro Terracciano\Pietro-Terracciano;it ITA;GK;Fiorentina;it Serie A;29;1990;6.9;0;0;0;0;0;0;1;0.0;1;1;0;0.0;1;0;0;0;0;0;0;0;0;0;0;Matches
2467;Martin Terrier\Martin-Terrier;fr FRA;FWMF;Lyon;fr Ligue 1;22;1997;13.3;21;15;8;8;5;3;15;20.0;12;298;75;25.2;56;144;98;20;2;0;18;12;33;7;0;Matches
2468;Aleksa Terzi?\Aleksa-Terzic;rs SRB;DF;Fiorentina;it Serie A;19;1999;0.1;0;0;0;0;0;0;0;;0;2;0;0.0;0;2;0;0;0;0;0;0;0;0;0;Matches
2469;Kenny Tete\Kenny-Tete;nl NED;DF;Lyon;fr Ligue 1;23;1995;11.9;37;25;20;13;4;11;21;52.4;10;150;48;32.0;67;54;29;21;3;0;18;15;52;43;0;Matches
2470;Alexander Tettey\Alexander-Tettey;no NOR;MFDF;Norwich City;eng Premier League;33;1986;26.0;31;20;11;18;2;12;43;27.9;31;384;98;25.5;185;177;22;40;15;0;25;26;57;85;0;Matches
2471;Florian Thauvin\Florian-Thauvin;fr FRA;FW;Marseille;fr Ligue 1;26;1993;0.2;1;0;0;1;0;0;1;0.0;1;9;1;11.1;1;5;3;0;0;0;0;0;1;0;0;Matches
2472;Demba Thiam\Demba-Thiam;sn SEN;GK;SPAL;it Serie A;21;1998;2.0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;1;0;0;1;0;0;0;0;Matches
2473;Malick Thiaw\Malick-Thiaw;fi FIN;DF;Schalke 04;de Bundesliga;17;2001;0.8;2;1;0;2;0;1;2;50.0;1;14;3;21.4;6;7;1;3;2;0;1;0;2;4;1;Matches
2474;Niclas Thiede\Niclas-Thiede;de GER;GK;Freiburg;de Bundesliga;20;1999;0.8;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;Matches
2475;Jan Thielmann\Jan-Thielmann;de GER;FWMF;Köln;de Bundesliga;17;2002;6.2;10;7;3;7;0;4;9;44.4;5;139;36;25.9;25;80;34;11;0;0;11;5;15;11;0;Matches
2476;Sada Thioub\Sada-Thioub;sn SEN;MFFW;Angers;fr Ligue 1;24;1995;16.8;21;15;12;6;3;5;21;23.8;16;347;84;24.2;78;162;107;20;2;0;18;9;30;8;0;Matches
2477;Jordan Thomas\Jordan-Thomas;eng ENG;FW;Norwich City;eng Premier League;;;0.0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;Matches
2478;Luke Thomas\Luke-Thomas;eng ENG;DF;Leicester City;eng Premier League;;;3.0;4;3;2;2;0;1;4;25.0;3;36;8;22.2;13;17;6;3;0;0;3;1;5;10;0;Matches
2479;Romain Thomas\Romain-Thomas;fr FRA;DF;Angers;fr Ligue 1;31;1988;26.0;29;23;17;12;0;8;30;26.7;22;227;90;39.6;164;59;4;53;20;1;33;33;62;179;1;Matches
2480;Adrien Thomasson\Adrien-Thomasson;fr FRA;MF;Strasbourg;fr Ligue 1;25;1993;23.0;33;24;9;13;11;15;56;26.8;41;638;172;27.0;94;312;232;24;2;0;22;7;40;6;0;Matches
2481;Erik Thommy\Erik-Thommy;de GER;DFFW;Düsseldorf;de Bundesliga;24;1994;25.1;39;27;17;14;8;14;39;35.9;25;480;144;30.0;142;217;121;41;2;0;39;20;59;20;1;Matches
2482;Max Thompson\Max-Thompson;eng ENG;FW;Burnley;eng Premier League;17;2002;0.0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;Matches
2483;Morten Thorsby\Morten-Thorsby;no NOR;MFDF;Sampdoria;it Serie A;23;1996;20.7;48;28;17;18;13;18;55;32.7;37;387;102;26.4;136;161;90;48;7;0;41;6;54;42;2;Matches
2484;Marcus Thuram\Marcus-Thuram;fr FRA;FW;M'Gladbach;de Bundesliga;21;1997;24.5;24;18;9;8;7;11;29;37.9;18;457;105;23.0;65;198;194;28;1;0;27;11;35;22;0;Matches
2485;Khéphren Thuram-Ulie\Khephren-Thuram-Ulie;fr FRA;MF;Nice;fr Ligue 1;18;2001;6.6;26;14;20;6;0;7;16;43.8;9;123;29;23.6;59;55;9;12;2;0;10;5;31;17;0;Matches
2486;Youri Tielemans\Youri-Tielemans;be BEL;MF;Leicester City;eng Premier League;22;1997;31.4;57;40;18;28;11;15;71;21.1;56;604;166;27.5;155;325;124;51;6;0;45;18;75;24;0;Matches
2487;Kieran Tierney\Kieran-Tierney;sco SCO;DF;Arsenal;eng Premier League;22;1997;11.0;21;11;12;5;4;10;15;66.7;5;126;39;31.0;62;51;13;22;4;0;18;10;31;44;0;Matches
2488;Cheick Timite\Cheick-Timite;ci CIV;MFFW;Amiens;fr Ligue 1;21;1997;1.3;0;0;0;0;0;0;1;0.0;1;21;7;33.3;4;12;5;2;0;0;2;0;0;1;0;Matches
2489;David Timor\David-Timor;es ESP;MFDF;Getafe;es La Liga;29;1989;10.5;11;6;4;7;0;3;13;23.1;10;138;38;27.5;32;89;17;10;3;0;7;7;18;44;0;Matches
2490;Marcel Tisserand\Marcel-Tisserand;cd COD;DF;Wolfsburg;de Bundesliga;26;1993;13.4;23;11;13;10;0;8;15;53.3;7;132;46;34.8;66;58;8;20;3;1;17;24;47;83;1;Matches
2491;Jean-Clair Todibo\Jean-Clair-Todibo;fr FRA;DF;Barcelona;es La Liga;19;1999;0.9;1;1;1;0;0;0;1;0.0;1;7;3;42.9;4;3;0;3;0;0;3;1;2;4;0;Matches
2492;Jean-Clair Todibo\Jean-Clair-Todibo;fr FRA;DF;Schalke 04;de Bundesliga;19;1999;4.1;15;10;13;2;0;9;12;75.0;3;75;29;38.7;46;27;2;5;0;0;5;9;24;25;1;Matches
2493;Karl Toko Ekambi\Karl-Toko-Ekambi;cm CMR;FW;Villarreal;es La Liga;26;1992;11.0;4;2;0;1;3;1;4;25.0;3;177;56;31.6;13;86;78;1;0;0;1;3;7;4;0;Matches
2494;Karl Toko Ekambi\Karl-Toko-Ekambi;cm CMR;FW;Lyon;fr Ligue 1;26;1992;6.0;6;5;2;1;3;2;5;40.0;3;67;16;23.9;5;27;35;5;0;0;5;0;6;1;0;Matches
2495;Corentin Tolisso\Corentin-Tolisso;fr FRA;MF;Bayern Munich;de Bundesliga;24;1994;7.1;11;8;5;3;3;1;11;9.1;10;112;43;38.4;31;57;24;9;3;0;6;3;14;2;0;Matches
2496;Jeremy Toljan\Jeremy-Toljan;de GER;DF;Sassuolo;it Serie A;24;1994;24.3;38;19;27;7;4;18;41;43.9;23;342;105;30.7;168;119;55;52;16;0;36;17;55;51;2;Matches
2497;Rafael Tolói\Rafael-Toloi;br BRA;DF;Atalanta;it Serie A;28;1990;29.0;69;51;37;27;5;39;89;43.8;50;351;125;35.6;146;179;26;50;22;1;28;25;94;147;1;Matches
2498;Raúl de Tomás\Raul-de-Tomas;es ESP;FW;Espanyol;es La Liga;24;1994;11.9;7;5;3;4;0;1;10;10.0;9;200;44;22.0;20;109;71;11;1;0;10;6;13;5;0;Matches
2499;Takehiro Tomiyasu\Takehiro-Tomiyasu;jp JPN;DF;Bologna;it Serie A;20;1998;28.1;48;28;29;11;8;24;46;52.2;22;420;128;30.5;201;152;67;65;11;1;54;34;82;107;3;Matches
2500;James Tomkins\James-Tomkins;eng ENG;DF;Crystal Palace;eng Premier League;30;1989;17.6;30;14;23;7;0;12;18;66.7;6;138;45;32.6;98;35;5;33;15;0;18;12;42;138;0;Matches
2501;Fikayo Tomori\Fikayo-Tomori;eng ENG;DF;Chelsea;eng Premier League;21;1997;14.3;30;15;19;10;1;7;13;53.8;6;149;48;32.2;82;64;3;29;9;0;20;15;45;93;2;Matches
2502;Nenad Tomovi?\Nenad-Tomovic;rs SRB;DF;SPAL;it Serie A;31;1987;19.5;21;11;15;4;2;10;17;58.8;7;204;49;24.0;117;61;26;45;26;0;19;24;45;90;0;Matches
2503;Sandro Tonali\Sandro-Tonali;it ITA;MF;Brescia;it Serie A;19;2000;33.5;52;41;22;27;3;14;48;29.2;34;558;140;25.1;220;274;64;57;14;0;43;32;84;46;0;Matches
2504;Lorenzo Tonelli\Lorenzo-Tonelli;it ITA;DF;Sampdoria;it Serie A;29;1990;7.8;17;11;15;1;1;6;13;46.2;7;72;23;31.9;42;23;7;14;7;0;7;4;21;24;0;Matches
2505;Toño\Tono;es ESP;DF;Levante;es La Liga;29;1989;17.7;28;13;20;7;1;13;29;44.8;16;175;53;30.3;97;61;17;39;3;0;36;8;36;45;0;Matches
2506;Ömer Toprak\Omer-Toprak;tr TUR;DF;Werder Bremen;de Bundesliga;30;1989;7.9;10;6;5;4;1;3;5;60.0;2;73;19;26.0;43;28;2;13;6;0;7;9;19;53;0;Matches
2507;Ernesto Torregrossa\Ernesto-Torregrossa;it ITA;FW;Brescia;it Serie A;27;1992;20.5;15;8;5;8;2;5;26;19.2;21;317;61;19.2;39;148;130;17;6;0;11;2;17;19;0;Matches
2508;Lucas Torreira\Lucas-Torreira;uy URU;MF;Arsenal;eng Premier League;23;1996;16.8;37;24;17;16;4;12;33;36.4;21;403;102;25.3;156;200;47;29;9;0;20;24;61;30;1;Matches
2509;Ferrán Torres\Ferran-Torres;es ESP;MFFW;Valencia;es La Liga;19;2000;25.0;20;15;8;11;1;4;27;14.8;23;462;95;20.6;132;236;94;40;4;0;36;12;32;14;0;Matches
2510;Óliver Torres\Oliver-Torres;es ESP;MFFW;Sevilla;es La Liga;24;1994;17.7;50;31;14;31;5;34;66;51.5;32;426;117;27.5;102;207;117;26;2;0;24;8;58;9;0;Matches
2511;Pau Torres\Pau-Torres;es ESP;DF;Villarreal;es La Liga;22;1997;33.0;37;23;27;8;2;21;33;63.6;12;262;82;31.3;164;90;8;63;27;0;36;19;56;184;1;Matches
2512;Roberto Torres\Roberto-Torres;es ESP;MFFW;Osasuna;es La Liga;30;1989;30.2;24;20;9;13;2;12;52;23.1;40;383;96;25.1;80;211;92;57;3;0;54;22;46;50;0;Matches
2513;Lucas Torró\Lucas-Torro;es ESP;MFFW;Eint Frankfurt;de Bundesliga;25;1994;3.7;12;8;5;7;0;5;12;41.7;7;73;24;32.9;26;38;9;7;1;0;6;5;17;11;0;Matches
2514;Jordan Torunarigha\Jordan-Torunarigha;de GER;DF;Hertha BSC;de Bundesliga;21;1997;16.2;31;17;17;14;0;12;28;42.9;16;215;80;37.2;118;78;19;39;17;0;22;22;53;92;0;Matches
2515;Cenk Tosun\Cenk-Tosun;tr TUR;FW;Crystal Palace;eng Premier League;28;1991;2.0;2;2;2;0;0;0;0;;0;70;11;15.7;16;41;13;3;0;0;3;0;2;1;0;Matches
2516;Cenk Tosun\Cenk-Tosun;tr TUR;FW;Everton;eng Premier League;28;1991;3.2;2;0;0;0;2;0;2;0.0;2;54;16;29.6;1;21;32;2;1;0;1;0;2;1;0;Matches
2517;Abdoulaye Touré\Abdoulaye-Toure;fr FRA;MF;Nantes;fr Ligue 1;25;1994;24.7;36;28;13;22;1;12;37;32.4;25;405;120;29.6;99;254;52;39;13;0;26;19;55;32;0;Matches
2518;Almamy Touré\Almamy-Toure;ml MLI;DF;Eint Frankfurt;de Bundesliga;23;1996;16.6;35;24;19;13;3;6;22;27.3;16;217;70;32.3;114;74;29;35;8;0;27;12;47;65;0;Matches
2519;Lucas Tousart\Lucas-Tousart;fr FRA;MF;Lyon;fr Ligue 1;22;1997;19.6;66;39;26;34;6;15;56;26.8;41;494;158;32.0;162;264;68;35;7;0;28;17;83;40;0;Matches
2520;Andros Townsend\Andros-Townsend;eng ENG;MF;Crystal Palace;eng Premier League;28;1991;14.4;32;20;14;13;5;14;36;38.9;22;290;65;22.4;104;126;60;28;0;0;28;13;45;10;0;Matches
2521;Aleksandar Trajkovski\Aleksandar-Trajkovski;mk MKD;MFDF;Mallorca;es La Liga;26;1992;3.7;3;2;2;1;0;0;7;0.0;7;61;14;23.0;19;28;14;5;0;0;5;1;4;0;0;Matches
2522;Adama Traoré\Adama-Traore;ml MLI;FWMF;Metz;fr Ligue 1;24;1995;11.2;6;3;1;5;0;2;7;28.6;5;176;37;21.0;20;107;49;13;3;0;10;1;7;7;0;Matches
2523;Adama Traoré\Adama-Traore;ml MLI;MF;Monaco;fr Ligue 1;24;1995;0.3;0;0;0;0;0;0;0;;0;1;0;0.0;1;0;0;1;0;0;1;0;0;0;0;Matches
2524;Adama Traoré\Adama-Traore;es ESP;FWMF;Wolves;eng Premier League;23;1996;28.9;41;23;15;14;12;10;27;37.0;17;404;108;26.7;98;198;108;28;4;0;24;8;49;24;0;Matches
2525;Amad Traoré\Amad-Traore;ci CIV;FW;Atalanta;it Serie A;17;2002;0.3;1;1;0;1;0;0;0;;0;8;5;62.5;0;3;5;0;0;0;0;0;1;0;0;Matches
2526;Bertrand Traoré\Bertrand-Traore;bf BFA;FWMF;Lyon;fr Ligue 1;23;1995;13.9;27;12;11;10;6;9;29;31.0;20;236;66;28.0;57;95;84;19;2;0;17;19;46;15;0;Matches
2527;Charles Traore\Charles-Traore;ml MLI;DF;Nantes;fr Ligue 1;27;1992;19.3;54;29;33;18;3;31;61;50.8;30;301;83;27.6;163;109;29;34;3;0;31;27;81;94;0;Matches
2528;Hamari Traoré\Hamari-Traore;ml MLI;DF;Rennes;fr Ligue 1;27;1992;26.8;65;39;35;26;4;27;68;39.7;41;356;104;29.2;173;140;43;42;9;0;33;33;98;83;2;Matches
2529;Ibrahima Traoré\Ibrahima-Traore;gn GUI;FW;M'Gladbach;de Bundesliga;31;1988;1.7;5;2;1;1;3;1;7;14.3;6;33;6;18.2;7;16;10;1;0;0;1;1;6;1;0;Matches
2530;Ismaël Traoré\Ismael-Traore;ci CIV;DF;Angers;fr Ligue 1;32;1986;22.8;32;22;22;9;1;12;24;50.0;12;218;79;36.2;153;56;9;35;15;0;20;17;49;116;1;Matches
2531;Kevin Trapp\Kevin-Trapp;de GER;GK;Eint Frankfurt;de Bundesliga;29;1990;22.0;0;0;0;0;0;0;1;0.0;1;4;2;50.0;4;0;0;0;0;0;0;0;0;2;0;Matches
2532;Miguel Trauco\Miguel-Trauco;pe PER;DF;Saint-Étienne;fr Ligue 1;26;1992;16.4;37;21;17;16;4;16;41;39.0;25;241;78;32.4;102;101;38;22;1;0;21;20;57;31;0;Matches
2533;Mark Travers\Mark-Travers;ie IRL;GK;Bournemouth;eng Premier League;20;1999;1.0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;1;Matches
2534;Luca Tremolada\Luca-Tremolada;it ITA;MF;Brescia;it Serie A;27;1991;0.2;0;0;0;0;0;0;1;0.0;1;6;1;16.7;0;6;0;0;0;0;0;0;0;1;0;Matches
2535;Trézéguet\Trezeguet;eg EGY;FWMF;Aston Villa;eng Premier League;24;1994;21.7;42;28;20;14;8;7;42;16.7;35;530;129;24.3;164;230;136;41;2;0;39;17;59;17;0;Matches
2536;Manu Trigueros\Manu-Trigueros;es ESP;MF;Villarreal;es La Liga;27;1991;17.2;31;21;7;18;6;10;48;20.8;38;414;102;24.6;111;241;62;30;11;0;19;6;37;29;0;Matches
2537;Christopher Trimmel\Christopher-Trimmel;at AUT;DF;Union Berlin;de Bundesliga;32;1987;31.8;80;44;48;29;3;32;74;43.2;42;439;136;31.0;197;188;54;56;11;0;45;28;108;142;0;Matches
2538;Alessandro Tripaldelli\Alessandro-Tripaldelli;it ITA;DF;Sassuolo;it Serie A;20;1999;1.5;4;1;1;3;0;3;5;60.0;2;23;4;17.4;12;8;3;3;0;0;3;1;5;4;0;Matches
2539;Kieran Trippier\Kieran-Trippier;eng ENG;DF;Atlético Madrid;es La Liga;28;1990;22.0;49;28;26;20;3;27;61;44.3;34;240;73;30.4;95;109;36;47;7;0;40;12;61;53;0;Matches
2540;William Troost-Ekong\William-Troost-Ekong;ng NGA;DF;Udinese;it Serie A;25;1993;28.6;35;19;23;11;1;8;23;34.8;15;251;82;32.7;182;66;3;58;30;0;28;19;54;159;2;Matches
2541;Leandro Trossard\Leandro-Trossard;be BEL;FWMF;Brighton;eng Premier League;24;1994;22.3;28;16;13;12;3;9;39;23.1;30;373;100;26.8;72;170;131;29;2;0;27;10;38;5;0;Matches
2542;Tom Trybull\Tom-Trybull;de GER;MF;Norwich City;eng Premier League;26;1993;12.6;49;30;26;18;5;18;66;27.3;48;394;112;28.4;177;200;17;21;7;0;14;15;64;38;0;Matches
2543;Axel Tuanzebe\Axel-Tuanzebe;eng ENG;DF;Manchester Utd;eng Premier League;21;1997;2.1;3;3;0;3;0;0;1;0.0;1;30;8;26.7;12;14;4;7;0;0;7;2;5;6;1;Matches
2544;Georgi Tunjov\Georgi-Tunjov;ee EST;MF;SPAL;it Serie A;18;2001;3.2;8;7;6;2;0;1;12;8.3;11;71;22;31.0;16;31;24;4;1;0;3;2;10;1;0;Matches
2545;Stefano Turati\Stefano-Turati;it ITA;GK;Sassuolo;it Serie A;;;2.0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;Matches
2546;Gennaro Tutino\Gennaro-Tutino;it ITA;FW;Hellas Verona;it Serie A;22;1996;2.5;1;0;0;0;1;1;3;33.3;2;42;9;21.4;5;17;20;0;0;0;0;2;3;1;0;Matches
2547;Matthieu Udol\Matthieu-Udol;fr FRA;DF;Metz;fr Ligue 1;23;1996;12.2;33;17;19;9;5;14;33;42.4;19;210;63;30.0;118;75;17;42;6;0;36;22;55;49;0;Matches
2548;Hwang Ui-jo\Hwang-Ui-jo;kr KOR;FWMF;Bordeaux;fr Ligue 1;26;1992;18.1;9;7;2;6;1;3;14;21.4;11;247;58;23.5;48;132;67;15;1;0;14;4;13;3;0;Matches
2549;Anthony Ujah\Anthony-Ujah;ng NGA;FWMF;Union Berlin;de Bundesliga;28;1990;10.5;8;5;3;2;3;1;8;12.5;7;169;39;23.1;18;81;70;5;2;0;3;1;9;12;0;Matches
2550;Samir Ujkani\Samir-Ujkani;xk KVX;GK;Torino;it Serie A;31;1988;1.0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;Matches
2551;Sven Ulreich\Sven-Ulreich;de GER;GK;Bayern Munich;de Bundesliga;30;1988;1.0;0;0;0;0;0;0;0;;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;Matches
2552;Samuel Umtiti\Samuel-Umtiti;fr FRA;DF;Barcelona;es La Liga;25;1993;10.5;15;9;5;9;1;5;10;50.0;5;95;41;43.2;35;57;3;3;1;0;2;13;28;47;0;Matches
2553;Enes Ünal\Enes-Unal;tr TUR;FW;Valladolid;es La Liga;22;1997;26.0;20;12;6;11;3;3;20;15.0;17;470;99;21.1;42;249;179;24;6;0;18;6;26;13;0;Matches
2554;Cengiz Ünder\Cengiz-Under;tr TUR;FW;Roma;it Serie A;22;1997;9.7;12;7;4;4;4;3;14;21.4;11;126;34;27.0;29;63;34;11;2;0;9;6;18;6;0;Matches
2555;Dayot Upamecano\Dayot-Upamecano;fr FRA;DF;RB Leipzig;de Bundesliga;20;1998;26.2;56;44;41;15;0;23;42;54.8;19;314;134;42.7;197;110;7;45;17;2;28;29;85;107;2;Matches
2556;Mark Uth\Mark-Uth;de GER;MFFW;Köln;de Bundesliga;27;1991;12.9;23;18;6;13;4;8;27;29.6;19;350;96;27.4;53;190;107;18;1;0;17;5;28;5;0;Matches
2557;Mark Uth\Mark-Uth;de GER;FWMF;Schalke 04;de Bundesliga;27;1991;3.9;4;3;2;2;0;0;5;0.0;5;113;31;27.4;15;50;48;4;0;0;4;3;7;0;0;Matches
2558;Tomáš Vaclík\Tomas-Vaclik;cz CZE;GK;Sevilla;es La Liga;30;1989;32.5;0;0;0;0;0;0;1;0.0;1;0;0;;0;0;0;0;0;0;0;0;0;0;0;Matches
2559;Álvaro Vadillo\Alvaro-Vadillo;es ESP;FWMF;Granada;es La Liga;24;1994;13.5;12;9;4;7;1;6;15;40.0;9;159;51;32.1;48;72;39;17;1;0;16;8;20;4;0;Matches
2560;William Vainqueur\William-Vainqueur;fr FRA;MF;Toulouse;fr Ligue 1;30;1988;19.1;64;45;33;27;4;19;59;32.2;40;383;105;27.4;142;209;32;29;5;0;24;24;88;31;0;Matches
2561;Mirko Valdifiori\Mirko-Valdifiori;it ITA;MF;SPAL;it Serie A;33;1986;15.6;27;21;12;15;0;13;34;38.2;21;225;66;29.3;70;132;23;13;4;0;9;4;31;31;0;Matches
2562;Pierrick Valdivia\Pierrick-Valdivia;fr FRA;MF;Nîmes;fr Ligue 1;31;1988;0.8;1;1;0;0;1;0;0;;0;8;1;12.5;1;5;2;0;0;0;0;0;1;0;0;Matches
2563;Germán Valera\German-Valera;es ESP;FW;Atlético Madrid;es La Liga;17;2002;0.0;0;0;0;0;0;0;0;;0;2;2;100.0;0;2;0;0;0;0;0;0;0;0;0;Matches
2564;Antoine Valerio\Antoine-Valerio;fr FRA;MF;Nîmes;fr Ligue 1;19;1999;1.0;2;2;0;2;0;0;1;0.0;1;31;10;32.3;6;22;3;1;0;0;1;2;4;1;0;Matches
2565;Borja Valero\Borja-Valero;es ESP;MF;Inter;it Serie A;34;1985;10.3;15;9;7;5;3;4;22;18.2;18;192;42;21.9;50;90;52;18;3;0;15;5;20;10;0;Matches
2566;Yan Valery\Yan-Valery;fr FRA;DF;Southampton;eng Premier League;20;1999;8.7;21;13;12;6;3;5;20;25.0;15;171;49;28.7;85;51;35;19;2;0;17;11;32;40;2;Matches
2567;Martin Valjent\Martin-Valjent;sk SVK;DF;Mallorca;es La Liga;23;1995;35.4;34;21;20;13;1;13;24;54.2;11;208;62;29.8;122;80;6;80;29;0;51;19;53;173;1;Matches
2568;Jesús Vallejo\Jesus-Vallejo;es ESP;DF;Wolves;eng Premier League;22;1997;1.8;4;3;4;0;0;1;3;33.3;2;20;6;30.0;8;10;2;4;3;0;1;0;4;13;0;Matches
2569;Jesús Vallejo\Jesus-Vallejo;es ESP;DF;Granada;es La Liga;22;1997;7.0;4;2;2;2;0;3;6;50.0;3;61;20;32.8;40;21;0;9;5;0;4;2;6;41;0;Matches
2570;Manu Vallejo\Manu-Vallejo;es ESP;MFFW;Valencia;es La Liga;22;1997;4.6;6;2;0;4;2;3;8;37.5;5;122;27;22.1;33;64;25;5;0;0;5;0;6;3;0;Matches
2571;Luca Valls\Luca-Valls;fr FRA;FW;Nîmes;fr Ligue 1;20;1998;0.1;1;0;1;0;0;0;0;;0;3;0;0.0;2;1;0;1;0;0;1;1;2;0;0;Matches
2572;Theo Valls\Theo-Valls;fr FRA;MF;Nîmes;fr Ligue 1;23;1995;18.1;31;19;9;20;2;9;48;18.8;39;313;83;26.5;86;177;50;23;0;0;23;10;41;21;0;Matches
2573;Mattia Valoti\Mattia-Valoti;it ITA;MFFW;SPAL;it Serie A;25;1993;17.0;49;33;26;21;2;10;32;31.3;22;366;85;23.2;90;197;79;31;5;0;26;19;68;18;1;Matches
2574;Federico Valverde\Federico-Valverde;uy URU;MF;Real Madrid;es La Liga;21;1998;21.2;36;19;10;17;9;11;36;30.6;25;375;93;24.8;75;206;94;43;4;0;39;17;53;14;1;Matches
2575;Raphaël Varane\Raphael-Varane;fr FRA;DF;Real Madrid;es La Liga;26;1993;31.4;33;23;24;9;0;8;24;33.3;16;223;87;39.0;119;98;6;57;17;0;40;14;47;152;0;Matches
2576;Jamie Vardy\Jamie-Vardy;eng ENG;FW;Leicester City;eng Premier League;32;1987;33.7;17;11;1;10;6;1;6;16.7;5;497;146;29.4;5;183;309;29;5;0;24;2;19;23;0;Matches
2577;Matías Vargas\Matias-Vargas;ar ARG;FWMF;Espanyol;es La Liga;21;1997;11.4;13;10;7;4;2;5;19;26.3;14;178;58;32.6;40;79;59;9;1;0;8;1;14;6;0;Matches
2578;Ruben Vargas\Ruben-Vargas;ch SUI;FWMF;Augsburg;de Bundesliga;20;1998;28.1;35;24;15;13;7;14;43;32.6;29;554;135;24.4;142;254;158;38;3;0;35;29;64;31;1;Matches
2579;Thibaut Vargas\Thibaut-Vargas;fr FRA;DFMF;Montpellier;fr Ligue 1;19;2000;1.7;1;0;1;0;0;1;4;25.0;3;33;6;18.2;16;11;6;2;2;0;0;0;1;3;0;Matches
2580;Sebastian Vasiliadis\Sebastian-Vasiliadis;gr GRE;MF;Paderborn 07;de Bundesliga;21;1997;31.2;88;49;42;37;9;33;86;38.4;53;756;221;29.2;236;403;117;52;7;0;45;29;117;67;0;Matches
2581;Indiana Vassilev\Indiana-Vassilev;us USA;FWMF;Aston Villa;eng Premier League;18;2001;0.6;1;1;0;1;0;0;1;0.0;1;24;7;29.2;3;7;14;0;0;0;0;0;1;0;0;Matches
2582;Denis Vavro\Denis-Vavro;sk SVK;DF;Lazio;it Serie A;23;1996;3.6;3;1;2;1;0;1;2;50.0;1;22;9;40.9;17;3;2;10;6;0;4;2;5;17;0;Matches
2583;Franco Vázquez\Franco-Vazquez;ar ARG;MFFW;Sevilla;es La Liga;30;1989;12.2;31;19;17;12;2;11;37;29.7;26;255;66;25.9;69;143;43;16;2;0;14;6;37;8;0;Matches
2584;Kevin Vázquez\Kevin-Vazquez;es ESP;DF;Celta Vigo;es La Liga;26;1993;14.7;30;15;19;6;5;13;30;43.3;17;233;66;28.3;121;82;30;33;1;0;32;23;53;42;0;Matches
2585;Lucas Vázquez\Lucas-Vazquez;es ESP;MFFW;Real Madrid;es La Liga;28;1991;9.4;21;15;8;11;2;9;26;34.6;17;236;81;34.3;66;111;59;14;0;0;14;8;29;5;2;Matches
2586;Matías Vecino\Matias-Vecino;uy URU;MF;Inter;it Serie A;27;1991;14.2;28;17;12;10;6;5;32;15.6;27;271;69;25.5;82;131;58;31;4;0;27;16;44;26;0;Matches
2587;Koke Vegas\Koke-Vegas;es ESP;GK;Levante;es La Liga;23;1995;2.0;0;0;0;0;0;0;1;0.0;1;1;0;0.0;1;0;0;0;0;0;0;0;0;0;0;Matches
2588;Miloš Veljkovi?\Milos-Veljkovic;rs SRB;DF;Werder Bremen;de Bundesliga;23;1995;22.8;53;26;33;20;0;33;59;55.9;26;291;96;33.0;187;95;9;37;13;0;24;18;71;136;1;Matches
